CaseID,CaseType,CourtLevel,FilingDate,ServiceDate,FirstHearingDate,ResolutionDate,Disposition,IsAppealed,MonetaryAmount
CIV-107711,Small Claims,Federal District,2021-10-11,2021-10-14,2022-01-13,2022-03-15,Judgment for Plaintiff,True,0.0
CIV-107712,Family Law,Appellate,2017-07-20,2017-08-02,2017-09-19,2018-01-06,Settled,True,50496.1
CIV-107713,Personal Injury,Superior,2018-03-06,2018-04-03,2018-05-22,2018-07-02,Judgment for Defendant,True,96808.63
CIV-107714,Personal Injury,Appellate,2015-12-27,2016-01-18,2016-04-12,2016-08-16,Transferred,True,85663.89
CIV-107715,Debt Collection,Superior,2016-06-30,2016-07-22,2016-10-24,2017-04-04,Transferred,True,0.0
CIV-107716,Contract Dispute,Superior,2016-04-25,2016-05-16,2016-09-06,2017-02-12,Judgment for Plaintiff,False,9605.93
CIV-107717,Medical Malpractice,Municipal,2016-12-20,2017-01-19,2017-04-08,2017-09-29,Settled,True,67592.79
CIV-107718,Family Law,Superior,2020-05-09,2020-06-07,2020-07-26,2020-11-11,Judgment for Defendant,True,12851.63
CIV-107719,Contract Dispute,Superior,2020-08-25,2020-09-01,2020-12-20,2021-05-19,Judgment for Defendant,True,0.0
CIV-107720,Property Damage,Superior,2017-02-28,2017-03-28,2017-06-04,2017-08-04,Dismissed,False,0.0
CIV-107721,Contract Dispute,State,2017-01-28,2017-02-01,2017-05-15,2017-07-19,Judgment for Plaintiff,True,0.0
CIV-107722,Small Claims,Superior,2023-08-23,2023-09-22,2023-12-19,2024-05-10,Dismissed,False,70363.85
CIV-107723,Medical Malpractice,Superior,2019-03-14,2019-03-19,2019-05-01,2019-06-08,Default Judgment,False,82146.63
CIV-107724,Small Claims,Federal District,2019-01-27,2019-02-16,2019-03-06,2019-08-28,Default Judgment,False,0.0
CIV-107725,Small Claims,State,2019-01-06,2019-01-12,2019-05-10,2019-07-22,Default Judgment,False,3811.58
CIV-107726,Debt Collection,Superior,2019-02-03,2019-02-24,2019-05-19,2019-11-06,Default Judgment,False,0.0
CIV-107727,Medical Malpractice,Superior,2018-03-12,2018-03-17,2018-04-16,2018-05-25,Transferred,False,0.0
CIV-107728,Personal Injury,State,2023-10-19,2023-11-16,2024-03-06,2024-08-30,Default Judgment,False,25222.69
CIV-107729,Family Law,Municipal,2019-02-08,2019-03-02,2019-06-30,2019-09-28,Transferred,False,0.0
CIV-107730,Personal Injury,Appellate,2016-08-21,2016-08-28,2016-09-13,2016-10-13,Dismissed,False,0.0
CIV-107731,Employment Dispute,State,2018-12-29,2019-01-27,2019-05-23,2019-10-22,Settled,False,12380.31
CIV-107732,Employment Dispute,Appellate,2019-08-23,2019-08-28,2019-09-16,2020-01-13,Judgment for Plaintiff,False,28625.14
CIV-107733,Eviction,Appellate,2020-07-05,2020-07-07,2020-08-16,2020-09-19,Judgment for Defendant,True,0.0
CIV-107734,Property Damage,Appellate,2020-10-16,2020-10-30,2021-02-02,2021-03-17,Transferred,False,0.0
CIV-107735,Debt Collection,Municipal,2022-08-20,2022-09-04,2022-10-26,2023-04-02,Judgment for Plaintiff,True,0.0
CIV-107736,Employment Dispute,Superior,2015-10-01,2015-10-19,2016-01-17,2016-07-06,Default Judgment,False,50930.32
CIV-107737,Family Law,State,2022-03-01,2022-03-17,2022-05-15,2022-07-15,Judgment for Defendant,False,0.0
CIV-107738,Personal Injury,Municipal,2015-08-26,2015-08-27,2015-10-07,2016-01-20,Judgment for Plaintiff,True,0.0
CIV-107739,Medical Malpractice,Municipal,2020-01-22,2020-01-23,2020-05-19,2020-08-17,Judgment for Defendant,True,27289.3
CIV-107740,Debt Collection,Superior,2023-05-27,2023-06-19,2023-09-09,2024-01-30,Dismissed,True,5448.11
CIV-107741,Family Law,Municipal,2017-12-31,2018-01-22,2018-03-06,2018-04-17,Transferred,True,23260.11
CIV-107742,Medical Malpractice,Superior,2018-03-25,2018-04-08,2018-05-01,2018-06-24,Transferred,False,88044.37
CIV-107743,Family Law,Federal District,2022-01-22,2022-01-23,2022-05-14,2022-07-18,Transferred,True,36509.72
CIV-107744,Housing Code Violation,State,2015-09-19,2015-09-23,2015-11-01,2015-12-08,Default Judgment,False,7919.18
CIV-107745,Personal Injury,Superior,2019-11-12,2019-12-03,2020-03-01,2020-06-21,Settled,True,0.0
CIV-107746,Housing Code Violation,Federal District,2017-04-20,2017-04-29,2017-06-19,2017-08-02,Judgment for Defendant,True,93371.39
CIV-107747,Family Law,Appellate,2023-10-20,2023-10-23,2024-02-04,2024-04-29,Judgment for Defendant,False,87490.13
CIV-107748,Employment Dispute,Municipal,2015-09-10,2015-09-23,2016-01-08,2016-02-09,Judgment for Plaintiff,True,0.0
CIV-107749,Personal Injury,Federal District,2018-04-01,2018-04-02,2018-05-27,2018-07-20,Settled,True,27911.79
CIV-107750,Debt Collection,Municipal,2022-10-28,2022-11-21,2022-12-13,2023-03-28,Judgment for Defendant,True,91267.39
CIV-107751,Medical Malpractice,State,2021-05-03,2021-06-01,2021-09-15,2021-12-03,Dismissed,False,15070.6
CIV-107752,Medical Malpractice,State,2018-04-06,2018-04-20,2018-05-13,2018-09-09,Settled,False,8484.86
CIV-107753,Debt Collection,Federal District,2017-10-13,2017-11-12,2017-12-25,2018-02-13,Dismissed,True,55141.86
CIV-107754,Medical Malpractice,Federal District,2016-06-29,2016-07-27,2016-11-19,2017-03-27,Transferred,True,63786.21
CIV-107755,Small Claims,Appellate,2020-04-16,2020-04-24,2020-07-11,2020-10-01,Default Judgment,False,71728.96
CIV-107756,Medical Malpractice,Appellate,2019-08-04,2019-09-03,2019-11-30,2020-03-07,Default Judgment,False,96101.24
CIV-107757,Family Law,Federal District,2017-05-31,2017-06-29,2017-07-19,2017-11-21,Transferred,False,10822.84
CIV-107758,Debt Collection,Federal District,2022-02-02,2022-02-10,2022-05-07,2022-08-09,Judgment for Plaintiff,True,65391.42
CIV-107759,Housing Code Violation,Superior,2021-03-15,2021-03-25,2021-05-16,2021-10-09,Judgment for Plaintiff,True,0.0
CIV-107760,Contract Dispute,Appellate,2016-11-21,2016-12-17,2017-04-02,2017-06-30,Judgment for Defendant,True,0.0
CIV-107761,Medical Malpractice,Municipal,2023-10-18,2023-10-28,2024-01-29,2024-06-05,Transferred,True,1802.8
CIV-107762,Family Law,Appellate,2015-11-04,2015-11-07,2016-01-20,2016-04-22,Default Judgment,True,7734.42
CIV-107763,Personal Injury,State,2021-02-17,2021-03-12,2021-06-06,2021-11-21,Judgment for Defendant,True,4872.66
CIV-107764,Debt Collection,Superior,2020-02-24,2020-02-25,2020-05-10,2020-08-16,Judgment for Plaintiff,False,0.0
CIV-107765,Medical Malpractice,Appellate,2017-08-01,2017-08-26,2017-12-21,2018-02-23,Judgment for Defendant,True,82826.1
CIV-107766,Personal Injury,Municipal,2022-10-15,2022-10-18,2023-01-08,2023-05-02,Dismissed,False,68783.66
CIV-107767,Housing Code Violation,State,2023-10-26,2023-10-31,2023-12-31,2024-04-29,Dismissed,False,9306.56
CIV-107768,Contract Dispute,Municipal,2019-11-12,2019-11-18,2020-02-23,2020-03-26,Default Judgment,False,30188.38
CIV-107769,Family Law,Appellate,2023-10-30,2023-11-03,2023-12-22,2024-03-22,Settled,True,37186.54
CIV-107770,Personal Injury,Superior,2019-10-26,2019-11-21,2020-02-13,2020-05-01,Default Judgment,True,53861.08
CIV-107771,Eviction,State,2015-10-22,2015-11-15,2015-11-30,2016-05-04,Judgment for Defendant,False,0.0
CIV-107772,Eviction,Appellate,2022-12-24,2023-01-21,2023-02-09,2023-03-21,Judgment for Defendant,False,10192.21
CIV-107773,Eviction,Appellate,2023-11-23,2023-11-29,2024-03-22,2024-07-11,Transferred,False,0.0
CIV-107774,Housing Code Violation,Superior,2021-07-05,2021-07-13,2021-08-18,2021-12-10,Dismissed,False,62763.86
CIV-107775,Family Law,Superior,2021-06-11,2021-06-20,2021-07-05,2021-08-09,Judgment for Defendant,False,58970.38
CIV-107776,Housing Code Violation,Municipal,2023-08-31,2023-09-20,2024-01-12,2024-06-23,Dismissed,True,93221.34
CIV-107777,Contract Dispute,Superior,2023-06-02,2023-06-04,2023-08-09,2023-12-13,Transferred,False,0.0
CIV-107778,Contract Dispute,Superior,2021-01-01,2021-01-23,2021-04-24,2021-09-19,Settled,False,44080.1
CIV-107779,Family Law,State,2020-04-02,2020-04-16,2020-07-10,2020-11-21,Settled,False,0.0
CIV-107780,Family Law,Municipal,2021-08-03,2021-08-16,2021-10-13,2021-11-19,Settled,False,75378.45
CIV-107781,Housing Code Violation,Municipal,2020-07-22,2020-08-18,2020-09-13,2020-12-05,Judgment for Plaintiff,False,16007.2
CIV-107782,Property Damage,Federal District,2019-07-09,2019-08-06,2019-12-01,2020-04-20,Judgment for Defendant,False,76947.21
CIV-107783,Property Damage,Federal District,2017-01-12,2017-01-28,2017-03-08,2017-06-13,Default Judgment,True,26921.76
CIV-107784,Debt Collection,Appellate,2019-06-15,2019-07-03,2019-08-23,2019-12-05,Dismissed,False,0.0
CIV-107785,Small Claims,Federal District,2020-11-28,2020-12-17,2021-02-07,2021-07-16,Settled,True,8174.23
CIV-107786,Debt Collection,Superior,2023-04-22,2023-04-30,2023-06-03,2023-07-11,Settled,True,32871.03
CIV-107787,Medical Malpractice,Appellate,2017-05-11,2017-05-21,2017-08-27,2018-02-09,Judgment for Plaintiff,False,0.0
CIV-107788,Debt Collection,Municipal,2018-03-06,2018-03-16,2018-05-18,2018-07-30,Judgment for Plaintiff,False,0.0
CIV-107789,Employment Dispute,Appellate,2016-01-31,2016-02-13,2016-03-21,2016-05-13,Judgment for Plaintiff,True,5787.55
CIV-107790,Contract Dispute,Superior,2017-06-23,2017-07-01,2017-09-05,2018-03-04,Judgment for Defendant,False,0.0
CIV-107791,Employment Dispute,Appellate,2016-04-23,2016-04-28,2016-08-11,2016-09-20,Dismissed,False,0.0
CIV-107792,Medical Malpractice,Appellate,2023-06-29,2023-07-16,2023-07-29,2024-01-12,Default Judgment,True,0.0
CIV-107793,Personal Injury,Appellate,2023-02-15,2023-03-05,2023-06-08,2023-12-03,Dismissed,True,14502.54
CIV-107794,Eviction,Municipal,2016-09-07,2016-09-09,2016-11-19,2017-03-13,Default Judgment,False,0.0
CIV-107795,Employment Dispute,Appellate,2016-08-20,2016-08-25,2016-10-22,2017-03-09,Settled,False,89045.22
CIV-107796,Contract Dispute,Municipal,2020-11-08,2020-12-01,2021-03-21,2021-08-09,Transferred,False,0.0
CIV-107797,Medical Malpractice,Superior,2015-07-03,2015-07-20,2015-09-15,2016-03-05,Default Judgment,True,0.0
CIV-107798,Employment Dispute,Appellate,2022-09-26,2022-10-09,2022-12-02,2023-01-18,Default Judgment,True,0.0
CIV-107799,Property Damage,Appellate,2016-08-08,2016-08-23,2016-09-10,2016-12-30,Dismissed,False,42185.62
CIV-107800,Housing Code Violation,State,2015-09-04,2015-09-26,2015-12-19,2016-05-07,Transferred,False,3196.25
CIV-107801,Housing Code Violation,Superior,2015-10-05,2015-10-30,2016-01-03,2016-04-07,Judgment for Plaintiff,False,22267.16
CIV-107802,Small Claims,Appellate,2022-06-20,2022-07-01,2022-09-19,2022-11-11,Settled,False,9460.82
CIV-107803,Eviction,Appellate,2015-03-16,2015-04-12,2015-04-26,2015-08-11,Settled,False,39400.2
CIV-107804,Small Claims,State,2016-04-16,2016-05-08,2016-06-29,2016-09-29,Dismissed,False,95327.17
CIV-107805,Property Damage,Superior,2021-01-16,2021-02-01,2021-05-10,2021-09-14,Dismissed,False,0.0
CIV-107806,Contract Dispute,Appellate,2019-03-29,2019-04-01,2019-04-14,2019-05-30,Transferred,True,74458.64
CIV-107807,Housing Code Violation,Federal District,2015-10-06,2015-11-01,2015-12-29,2016-02-20,Settled,True,54425.37
CIV-107808,Personal Injury,Superior,2018-08-21,2018-08-28,2018-10-31,2019-03-08,Judgment for Plaintiff,True,55565.71
CIV-107809,Contract Dispute,State,2021-04-18,2021-05-04,2021-07-24,2021-11-23,Judgment for Defendant,False,0.0
CIV-107810,Property Damage,Superior,2017-04-10,2017-04-23,2017-07-24,2017-09-11,Dismissed,False,66232.84
CIV-107811,Small Claims,Municipal,2023-01-14,2023-01-27,2023-02-18,2023-08-01,Settled,False,81543.36
CIV-107812,Small Claims,State,2016-10-17,2016-10-20,2016-11-18,2017-01-07,Settled,False,4988.95
CIV-107813,Property Damage,Federal District,2019-05-02,2019-05-04,2019-08-23,2019-11-21,Default Judgment,False,96447.73
CIV-107814,Family Law,Superior,2019-01-09,2019-01-24,2019-03-04,2019-07-31,Judgment for Defendant,False,2652.76
CIV-107815,Property Damage,Municipal,2021-08-14,2021-09-11,2021-10-30,2022-03-03,Judgment for Defendant,True,0.0
CIV-107816,Eviction,Appellate,2018-10-14,2018-11-03,2018-12-17,2019-01-17,Judgment for Defendant,False,69567.73
CIV-107817,Debt Collection,Superior,2017-03-02,2017-03-10,2017-03-22,2017-08-30,Judgment for Plaintiff,True,0.0
CIV-107818,Debt Collection,Federal District,2016-07-07,2016-08-03,2016-09-29,2017-01-19,Transferred,False,0.0
CIV-107819,Debt Collection,Municipal,2016-11-23,2016-12-10,2017-02-01,2017-03-21,Settled,False,0.0
CIV-107820,Employment Dispute,Municipal,2016-08-28,2016-09-09,2016-10-29,2017-04-12,Settled,True,0.0
CIV-107821,Employment Dispute,Municipal,2022-04-26,2022-05-03,2022-05-14,2022-09-10,Transferred,True,12822.7
CIV-107822,Property Damage,State,2022-05-11,2022-06-03,2022-07-14,2022-12-17,Transferred,False,68973.77
CIV-107823,Eviction,Superior,2015-08-10,2015-08-27,2015-09-29,2015-11-29,Transferred,True,0.0
CIV-107824,Personal Injury,Municipal,2016-09-13,2016-09-16,2017-01-08,2017-03-09,Default Judgment,True,0.0
CIV-107825,Housing Code Violation,Appellate,2021-02-27,2021-03-06,2021-06-08,2021-07-20,Default Judgment,True,0.0
CIV-107826,Eviction,Federal District,2017-04-26,2017-04-28,2017-07-23,2017-09-07,Transferred,True,60933.13
CIV-107827,Contract Dispute,Federal District,2019-09-28,2019-10-25,2019-11-06,2020-01-16,Settled,False,66557.07
CIV-107828,Personal Injury,Superior,2020-09-05,2020-09-26,2020-10-21,2021-04-08,Settled,True,0.0
CIV-107829,Property Damage,Federal District,2022-03-24,2022-04-19,2022-07-04,2022-11-18,Settled,False,56325.25
CIV-107830,Family Law,Federal District,2019-01-24,2019-02-11,2019-04-29,2019-09-21,Judgment for Defendant,True,55869.96
CIV-107831,Debt Collection,Appellate,2021-05-19,2021-05-21,2021-06-22,2021-10-01,Judgment for Plaintiff,False,20363.56
CIV-107832,Employment Dispute,Superior,2018-11-11,2018-12-11,2019-03-04,2019-08-16,Default Judgment,False,72694.12
CIV-107833,Contract Dispute,State,2023-10-03,2023-10-22,2023-11-24,2024-04-22,Default Judgment,True,0.0
CIV-107834,Debt Collection,Federal District,2019-03-07,2019-03-16,2019-04-13,2019-06-21,Default Judgment,True,46631.81
CIV-107835,Employment Dispute,State,2021-01-24,2021-02-12,2021-05-03,2021-07-25,Transferred,True,62471.67
CIV-107836,Employment Dispute,Federal District,2019-01-02,2019-01-27,2019-04-12,2019-08-16,Transferred,True,78132.54
CIV-107837,Medical Malpractice,Superior,2018-01-15,2018-02-02,2018-05-31,2018-09-02,Judgment for Plaintiff,True,56885.31
CIV-107838,Employment Dispute,State,2017-02-10,2017-03-03,2017-06-17,2017-08-30,Settled,False,44771.5
CIV-107839,Family Law,Superior,2020-09-06,2020-09-28,2020-10-17,2020-12-04,Default Judgment,False,9144.27
CIV-107840,Employment Dispute,Superior,2022-11-22,2022-12-02,2023-01-20,2023-06-07,Default Judgment,False,0.0
CIV-107841,Family Law,Municipal,2015-08-29,2015-09-15,2015-12-22,2016-04-19,Dismissed,False,12077.82
CIV-107842,Property Damage,State,2017-11-17,2017-12-15,2017-12-26,2018-03-11,Transferred,False,0.0
CIV-107843,Medical Malpractice,Federal District,2021-08-10,2021-08-24,2021-09-04,2022-01-08,Judgment for Plaintiff,False,88882.65
CIV-107844,Contract Dispute,Federal District,2021-08-02,2021-08-28,2021-12-18,2022-04-19,Transferred,False,43773.34
CIV-107845,Housing Code Violation,Superior,2023-12-29,2024-01-22,2024-03-06,2024-08-19,Default Judgment,False,0.0
CIV-107846,Debt Collection,Superior,2015-09-29,2015-10-17,2015-11-09,2016-04-13,Judgment for Defendant,False,52564.55
CIV-107847,Employment Dispute,Federal District,2016-06-16,2016-06-30,2016-10-01,2016-12-24,Transferred,True,91176.39
CIV-107848,Contract Dispute,State,2021-07-07,2021-07-29,2021-10-07,2022-01-04,Judgment for Defendant,False,0.0
CIV-107849,Family Law,Appellate,2022-11-06,2022-12-04,2023-03-21,2023-04-28,Judgment for Plaintiff,False,95038.03
CIV-107850,Small Claims,Appellate,2017-05-30,2017-06-06,2017-07-24,2017-08-24,Dismissed,False,79049.7
CIV-107851,Eviction,State,2016-03-27,2016-04-19,2016-07-24,2016-10-13,Judgment for Plaintiff,True,0.0
CIV-107852,Family Law,Superior,2023-08-07,2023-08-23,2023-12-03,2024-02-05,Default Judgment,False,10111.53
CIV-107853,Contract Dispute,State,2020-09-05,2020-09-17,2020-10-27,2021-01-30,Judgment for Defendant,True,0.0
CIV-107854,Medical Malpractice,State,2015-07-19,2015-07-23,2015-09-13,2016-02-23,Judgment for Defendant,True,0.0
CIV-107855,Family Law,Federal District,2017-05-02,2017-06-01,2017-06-21,2017-08-01,Transferred,False,51677.04
CIV-107856,Contract Dispute,Superior,2021-02-22,2021-03-04,2021-05-06,2021-07-11,Judgment for Plaintiff,True,69851.23
CIV-107857,Housing Code Violation,State,2016-01-05,2016-01-22,2016-03-25,2016-08-02,Judgment for Defendant,True,74439.11
CIV-107858,Housing Code Violation,Municipal,2015-07-09,2015-07-12,2015-10-29,2016-04-06,Judgment for Plaintiff,False,0.0
CIV-107859,Housing Code Violation,Municipal,2019-12-07,2019-12-31,2020-02-11,2020-04-08,Default Judgment,True,64849.64
CIV-107860,Personal Injury,Federal District,2023-11-16,2023-12-10,2024-01-02,2024-03-21,Judgment for Plaintiff,True,0.0
CIV-107861,Employment Dispute,State,2021-04-14,2021-05-09,2021-06-05,2021-11-01,Judgment for Plaintiff,True,0.0
CIV-107862,Family Law,Municipal,2017-12-13,2017-12-27,2018-02-04,2018-06-09,Default Judgment,False,76025.44
CIV-107863,Family Law,Superior,2018-07-23,2018-08-01,2018-10-10,2019-01-07,Judgment for Plaintiff,False,83483.36
CIV-107864,Debt Collection,Appellate,2023-11-19,2023-12-04,2024-01-06,2024-05-29,Default Judgment,True,68960.21
CIV-107865,Personal Injury,State,2021-09-23,2021-10-11,2021-10-24,2022-03-16,Settled,True,51520.12
CIV-107866,Medical Malpractice,Superior,2022-09-01,2022-09-06,2022-12-17,2023-02-12,Judgment for Plaintiff,True,0.0
CIV-107867,Family Law,Municipal,2019-12-03,2019-12-11,2020-03-05,2020-07-28,Judgment for Plaintiff,True,70224.45
CIV-107868,Eviction,Appellate,2021-01-22,2021-02-09,2021-04-12,2021-06-02,Judgment for Plaintiff,True,37104.05
CIV-107869,Eviction,State,2023-06-08,2023-07-07,2023-07-21,2023-11-30,Default Judgment,False,75871.27
CIV-107870,Contract Dispute,Municipal,2017-12-01,2017-12-25,2018-03-09,2018-06-20,Judgment for Plaintiff,True,875.76
CIV-107871,Family Law,Federal District,2023-10-11,2023-11-02,2024-01-27,2024-07-22,Transferred,False,71143.32
CIV-107872,Employment Dispute,Appellate,2015-10-10,2015-11-01,2016-01-23,2016-06-04,Transferred,False,82355.17
CIV-107873,Housing Code Violation,State,2021-05-08,2021-06-01,2021-07-04,2021-12-07,Judgment for Defendant,True,0.0
CIV-107874,Housing Code Violation,Federal District,2022-11-23,2022-12-21,2023-03-04,2023-08-29,Dismissed,False,0.0
CIV-107875,Contract Dispute,Appellate,2020-12-25,2021-01-14,2021-04-14,2021-06-29,Transferred,True,0.0
CIV-107876,Contract Dispute,Municipal,2022-11-05,2022-11-13,2023-01-28,2023-03-17,Settled,False,0.0
CIV-107877,Personal Injury,Federal District,2018-02-22,2018-02-23,2018-05-08,2018-07-25,Judgment for Plaintiff,True,0.0
CIV-107878,Family Law,Superior,2022-12-05,2022-12-18,2023-01-30,2023-06-10,Judgment for Plaintiff,False,88573.88
CIV-107879,Property Damage,Superior,2023-02-27,2023-03-23,2023-07-18,2023-10-01,Dismissed,False,38504.55
CIV-107880,Debt Collection,Federal District,2023-04-06,2023-04-23,2023-08-21,2024-01-31,Default Judgment,True,0.0
CIV-107881,Family Law,Superior,2019-03-14,2019-04-02,2019-05-24,2019-08-29,Settled,True,53551.15
CIV-107882,Debt Collection,State,2021-05-24,2021-06-17,2021-07-16,2021-10-11,Transferred,False,0.0
CIV-107883,Debt Collection,State,2016-01-21,2016-01-31,2016-05-30,2016-08-12,Transferred,True,0.0
CIV-107884,Property Damage,Superior,2017-10-04,2017-11-03,2018-02-13,2018-07-11,Default Judgment,True,86718.9
CIV-107885,Employment Dispute,Federal District,2015-05-11,2015-06-06,2015-09-18,2016-03-12,Judgment for Defendant,False,53126.01
CIV-107886,Medical Malpractice,Municipal,2018-10-10,2018-10-18,2019-01-16,2019-06-14,Settled,True,14145.6
CIV-107887,Contract Dispute,Superior,2018-07-25,2018-08-20,2018-11-11,2019-04-29,Judgment for Defendant,True,18797.25
CIV-107888,Eviction,State,2018-01-07,2018-01-23,2018-04-26,2018-06-04,Transferred,True,84602.2
CIV-107889,Contract Dispute,Appellate,2017-02-20,2017-03-07,2017-05-24,2017-06-27,Default Judgment,False,68894.68
